address,message_count,project_count,oaps_count,active_day_count,first_date,last_date,total_swapped_usd,swap_count,average_swapped_usd
0xc1ff85e14686ce8a259f5fcc48fdfb9afdfa94de,128,12,33,38,2023-05-19,2024-04-09,11189.508532546002,33,339.0760161377576
0x867bbbb42779d46ec0ef60bd0327b0f638c6f450,133,8,20,34,2023-05-24,2024-04-22,10649.295086002001,20,532.4647543001
0x1df8dbc5fcf3365a88278357014596d38985a718,130,9,28,27,2023-05-30,2024-04-25,10575.007662804997,17,622.0592742826469
0x0e505fa815c88383817406451c9c1c5126291bbd,132,7,23,39,2023-05-19,2024-04-09,9992.899456963,36,277.5805404711944
0x026a895efb185148cb520489ec483263b36f3774,116,6,20,24,2023-05-30,2024-04-25,10204.408976031002,16,637.7755610019376
0xc067a40241a43c7a4f630c37e5edc0dfdf2f4226,158,13,39,45,2023-04-27,2024-04-22,10512.688649178599,47,223.67422657826808
0x079d68d4d758f3ac0580f3a83e2003233de6debc,129,9,25,35,2023-05-19,2024-04-09,10530.080582788,27,390.0029845477037
0xac4cbaf676f1f2de02dc87a7966afa68e2a6cca2,121,8,21,29,2023-05-24,2024-04-17,10314.020250078,14,736.7157321484285
0x16f06117c4859974169dbefe19b9b33b772ca914,124,5,17,27,2023-05-31,2024-04-22,12007.006564954998,22,545.7730256797727
0x5f98c4abc47a5368a188ee63037ac480ab09314d,120,7,20,23,2023-06-02,2024-01-24,11697.25553526,16,731.07847095375
0xe5351517b284657302efb55d00431106a1ce123a,116,7,21,21,2023-05-31,2024-04-26,11882.396771373,16,742.6497982108125
0x9a7c7578477e772d36fd3a7829f8d51b495350cb,123,8,22,30,2023-05-24,2024-04-25,10404.019896541999,15,693.6013264361333
0x42242ac50306894a5924cca9722785f4cd0c4282,154,13,38,44,2023-04-27,2024-04-22,11376.304892013004,50,227.5260978402601
0x5a9072ee79b956384e7c09212277c74e06657f00,144,13,36,43,2023-05-04,2024-04-09,9826.304390197798,36,272.9528997277166
0xf1ca37205bcab7e8ef0d69e7dbd978c325dfa836,185,14,43,59,2023-04-26,2024-04-23,16680.983063930198,53,314.73552950811694
