"Arbitrum","0x7f8e037e00634d2a1a2cc62e7a5e090a60df006619b1e3fc70b545a55c3ce3a9","0x62383739d68dd0f844103db8dfb05a7eded5bbe6","Arbitrum","0x7f8e037e00634d2a1a2cc62e7a5e090a60df006619b1e3fc70b545a55c3ce3a9","0x516956acc021dd94fcd4603ae6af100ddbd4ba01","2023-04-08 11:03:56.000","USDC","1.23"
"Arbitrum","0xb943b4523292707cbc70142e0fc4ffe447f5eabd3fd516c2de2e3abcfa11e827","0x516956acc021dd94fcd4603ae6af100ddbd4ba01","Arbitrum","0xb943b4523292707cbc70142e0fc4ffe447f5eabd3fd516c2de2e3abcfa11e827","0x4ab421de52b3112d02442b040dd3dc73e8af63b5","2023-04-08 14:15:18.000","USDC","0.05"
"Arbitrum","0xa7ea908528bb9f0956d54aa2bee71e37ca2afd176d38d4247fa04f2914288026","0x516956acc021dd94fcd4603ae6af100ddbd4ba01","Arbitrum","0xa7ea908528bb9f0956d54aa2bee71e37ca2afd176d38d4247fa04f2914288026","0x1bacc2205312534375c8d1801c27d28370656cff","2023-04-08 15:14:29.000","USDC","0.12"
"Arbitrum","0x4a709ba8de595c6f549e78708196e2caa68ec1a5b80ea7b98ada062894dcafd1","0x516956acc021dd94fcd4603ae6af100ddbd4ba01","Arbitrum","0x4a709ba8de595c6f549e78708196e2caa68ec1a5b80ea7b98ada062894dcafd1","0x1bacc2205312534375c8d1801c27d28370656cff","2023-04-08 15:18:31.000","USDC","0.12"
"Optimism","0xb9546c2d83fde11d6f434b8e7cda27a810b071f45f32dba9c4225c9e735aaecd","0x86bb63148d17d445ed5398ef26aa05bf76dd5b59","Optimism","0xb9546c2d83fde11d6f434b8e7cda27a810b071f45f32dba9c4225c9e735aaecd","0x516956acc021dd94fcd4603ae6af100ddbd4ba01","2023-04-10 09:55:24.000","USDC","0.12"
"Optimism","0x84049bdcea17585dfa4db8c6f79a49d989feb2fee6af26801ed3506368708c54","0x86bb63148d17d445ed5398ef26aa05bf76dd5b59","Optimism","0x84049bdcea17585dfa4db8c6f79a49d989feb2fee6af26801ed3506368708c54","0x516956acc021dd94fcd4603ae6af100ddbd4ba01","2023-04-10 10:34:24.000","USDC","0.12"
"Arbitrum","0xa4bed9b1b90cbdd4687f313555ca26c229e3b0b6d581f4cf9fe28b9de426bf58","0x62383739d68dd0f844103db8dfb05a7eded5bbe6","Arbitrum","0xa4bed9b1b90cbdd4687f313555ca26c229e3b0b6d581f4cf9fe28b9de426bf58","0x516956acc021dd94fcd4603ae6af100ddbd4ba01","2023-04-17 12:06:04.000","USDC","1.1412"
"Arbitrum","0xb3592b069aef0d1fe4955cc8dddae9c86484e97d85365e55c3f574dbb49383bc","0x516956acc021dd94fcd4603ae6af100ddbd4ba01","Arbitrum","0xb3592b069aef0d1fe4955cc8dddae9c86484e97d85365e55c3f574dbb49383bc","0x892785f33cdee22a30aef750f285e18c18040c3e","2023-04-28 09:06:11.000","USDC","0.14263"
"Polygon","0xdd3bcf8953088352f5429655596f51a54d19925f7d0be69037e17dae19723122","0x1205f31718499dbf1fca446663b532ef87481fe1","Polygon","0xdd3bcf8953088352f5429655596f51a54d19925f7d0be69037e17dae19723122","0x516956acc021dd94fcd4603ae6af100ddbd4ba01","2023-04-28 09:08:24.000","USDC","0.142545"
"Polygon","0x22abb631dc824bf310181c2be936262deb0742d8a5db07d59065a99458efc76a","0x516956acc021dd94fcd4603ae6af100ddbd4ba01","Polygon","0x22abb631dc824bf310181c2be936262deb0742d8a5db07d59065a99458efc76a","0x1205f31718499dbf1fca446663b532ef87481fe1","2023-04-28 09:54:01.000","USDC","0.142545"
"Polygon","0x2b6353c4332a4adffe8b9948c4df24d97ce9b11702b6b621cf8d527992e7e073","0x1205f31718499dbf1fca446663b532ef87481fe1","Polygon","0x2b6353c4332a4adffe8b9948c4df24d97ce9b11702b6b621cf8d527992e7e073","0x516956acc021dd94fcd4603ae6af100ddbd4ba01","2023-04-28 11:15:45.000","USDC","0.141949"
